Plot,Provenance2,Tree_number,Total_height,Merchantable_height,DBH,Age,basal_area_m2
35,AS10,4,18.2,9.7,27.5,10,0.05939573610693204
35,AS10,5,16,10.7,22.8,10,0.04082813812605295
35,AS10,6,19,12,26.6,10,0.05557163244934986
37,TA1,2,20.9,15,28,10,0.06157521601035995
37,TA1,3,20.7,10.6,24.4,10,0.04675946505603048
37,TA1,4,20.3,11.1,27.6,10,0.059828490494964026
37,TA1,3,19.5,9.3,25.4,10,0.05067074790974978
37,TA1,5,20,13.9,22.4,10,0.03940813824663036
37,TA1,7,20,10.3,22.7,10,0.04047078196170711
37,TA1,1,20.3,14.2,27,10,0.057255526111673984
37,TA1,2,20.4,12.9,22.3,10,0.03905706526759171
37,TA1,3,21.1,15.1,22.3,10,0.03905706526759171
37,TA1,5,20.1,11.5,21.5,10,0.036305030103047045
37,TA1,5,19.5,11.1,21.2,10,0.03529893505573491
37,TA1,1,16.9,10.1,20.5,10,0.03300635781677776
37,TA1,3,19.6,12.3,21.8,10,0.03732526231730033
37,TA1,1,19.3,12.1,29.4,10,0.06788667565142183
37,TA1,4,17,12.9,22,10,0.0380132711084365
37,TA1,5,18,12.7,20.3,10,0.03236547291544545
37,TA1,6,15.7,10.7,15.4,10,0.018626502843133885
37,TA1,7,17.3,9.4,18,10,0.025446900494077322
37,TA1,2,17,10.7,18.2,10,0.02601552876437708
37,TA1,3,16.4,9.9,16,10,0.020106192982974676
38,Goaso,2,16.5,10,24.7,10,0.047916356550714925
38,Goaso,6,19,12.5,28,10,0.06157521601035995
38,Goaso,1,16,10.6,14.6,10,0.016741547250980007
38,Goaso,3,17,10,18.9,10,0.02805520779472024
39,AS1,7,19.5,15,27,10,0.057255526111673984
39,AS1,1,19.25,15.25,30.9,10,0.07499060203935176
39,AS1,4,19,13.75,25.6,10,0.05147185403641517
39,AS1,5,20,14.25,23.8,10,0.044488093567485065
39,AS1,6,20.5,15,23.5,10,0.04337361357362408
39,AS1,7,20,15.25,28.2,10,0.062458003546018666
39,AS1,1,20.25,14,27,10,0.057255526111673984
39,AS1,3,20,13.25,26.6,10,0.05557163244934986
39,AS1,4,18,14,25.5,10,0.051070515574919075
39,AS1,5,20.5,15.25,25.4,10,0.05067074790974978
39,AS1,2,17.75,12,23.8,10,0.044488093567485065
39,AS1,4,19.25,12.5,23.2,10,0.04227327074670425
39,AS1,6,18.25,14,25.5,10,0.051070515574919075
39,AS1,1,18,8.25,24.9,10,0.04869547152880519
39,AS1,2,17.75,12.5,25.3,10,0.05027255104090726
39,AS1,4,19.5,14,23.2,10,0.04227327074670425
39,AS1,5,19,15.5,25.3,10,0.05027255104090726
39,AS1,1,18.5,14.25,25.9,10,0.05268529419886423
39,AS1,3,19,15.25,25.7,10,0.05187476329423806
40,AS10,2,19.5,15,27.8,10,0.06069871166000841
40,AS10,3,19.75,15.75,27,10,0.057255526111673984
40,AS10,5,19,14.25,25.9,10,0.05268529419886423
40,AS10,1,19.5,15,33.4,10,0.08761587751596572
40,AS10,2,19,14.25,25.4,10,0.05067074790974978
40,AS10,5,19.5,15,20.9,10,0.034306977175363934
40,AS10,7,19.75,15,29.6,10,0.06881344548423085
40,AS10,1,17.75,15.25,27.7,10,0.06026281567932279
40,AS10,2,19,14.25,23.1,10,0.04190963139705124
40,AS10,4,18,13.25,25.5,10,0.051070515574919075
40,AS10,1,19,14.25,27.5,10,0.05939573610693204
40,AS10,3,18.25,14,23.7,10,0.04411502943987127
40,AS10,4,19.25,13.75,22,10,0.0380132711084365
40,AS10,6,18.5,13.25,19.8,10,0.030790749597833563
40,AS10,2,17.5,12.25,22,10,0.0380132711084365
40,AS10,3,19,13.25,23.4,10,0.04300526183499067
40,AS10,5,19.25,14.25,24.5,10,0.04714352475793183
40,AS10,5,17,13.75,27.6,10,0.059828490494964026
40,AS10,7,18.75,10.75,30.5,10,0.07306166415004763
40,AS10,1,20,13,32.4,10,0.08244795760081053
40,AS10,6,19,14.25,32.5,10,0.08295768100885548
41,Goaso,7,18,13.5,24,10,0.04523893421169302
41,Goaso,2,19.25,14.5,27.5,10,0.05939573610693204
41,Goaso,4,14,8.25,17.6,10,0.024328493509399363
41,Goaso,6,16.25,12,18,10,0.025446900494077322
41,Goaso,3,14,8.25,17,10,0.02269800692218626
41,Goaso,4,14.25,9.5,16.2,10,0.020611989400202632
41,Goaso,5,16,11,20.5,10,0.03300635781677776
41,Goaso,4,19.75,14,22.1,10,0.038359631698494774
41,Goaso,6,15.5,10,18.1,10,0.025730429231063806
41,Goaso,3,19,15.5,20.6,10,0.03332915646193412
41,Goaso,5,16,12.5,17.3,10,0.023506181632322234
42,AS1,1,14,8.25,17.3,10,0.023506181632322234
42,AS1,5,16.25,12.75,27,10,0.057255526111673984
42,AS1,1,16.25,13.25,26.8,10,0.056410437687858334
42,AS1,3,16.5,14,23,10,0.04154756284372502
42,AS1,4,15.75,11.5,20,10,0.031415926535897934
42,AS1,2,14.25,10.5,22,10,0.0380132711084365
42,AS1,4,16,13.25,20.9,10,0.034306977175363934
42,AS1,6,16.5,14,22.1,10,0.038359631698494774
42,AS1,7,18.25,13.5,23,10,0.04154756284372502
42,AS1,1,19.5,14,26.8,10,0.056410437687858334
42,AS1,4,16,12.5,18.5,10,0.026880252142277666
42,AS1,5,13.25,9.25,15.2,10,0.018145839167134643
42,AS1,1,14.5,11.5,17.1,10,0.022965827695904786
42,AS1,3,13.25,8.25,15.1,10,0.017907863523625216
42,AS1,5,18.5,14.25,26.7,10,0.055990249670440695
42,AS1,6,19.5,13.75,21.6,10,0.03664353671147135
42,AS1,7,19.5,14,27,10,0.057255526111673984
42,AS1,2,18,14.75,19,10,0.028352873698647883
42,AS1,7,14,10.25,17.5,10,0.02405281875404685
42,AS1,1,14.25,9.75,22.5,10,0.03976078202199582
42,AS1,3,13.25,9,15.8,10,0.019606679751053898
42,AS1,5,19,14.75,29,10,0.0660519855417254
42,AS1,6,19.25,13.5,25.4,10,0.05067074790974978
43,India Dryland,1,17,9.8,22,9,0.0380132711084365
43,India Dryland,2,17.9,11.2,23,9,0.04154756284372502
43,India Dryland,5,18.9,13.8,25,9,0.04908738521234052
43,India Dryland,6,18.4,13.6,23.9,9,0.04486272849142564
43,India Dryland,1,20.7,14,27,9,0.057255526111673984
43,India Dryland,3,15.6,8.4,13.8,9,0.014957122623741007
43,India Dryland,5,16.6,10.2,20.7,9,0.03365352590341726
43,India Dryland,2,17.3,8.3,17.3,9,0.023506181632322234
43,India Dryland,1,15.1,9,21.6,9,0.03664353671147135
43,India Dryland,3,16.6,8.8,15.6,9,0.019113449704440302
43,India Dryland,4,20,13.3,24,9,0.04523893421169302
43,India Dryland,5,19.4,16,19.2,9,0.028952917895483533
43,India Dryland,6,18,12.7,15.4,9,0.018626502843133885
43,India Dryland,7,14,8.4,10.4,9,0.008494866535306803
43,India Dryland,1,18.6,11.3,21,9,0.03463605900582747
43,India Dryland,4,19,11.8,19.5,9,0.029864765163187975
43,India Dryland,6,17,8.6,16,9,0.020106192982974676
43,India Dryland,1,17.6,10.1,20.6,9,0.03332915646193412
43,India Dryland,2,17,10.6,17.3,9,0.023506181632322234
43,India Dryland,3,19,11.8,22,9,0.0380132711084365
44,Goaso,2,19,11.6,22.5,9,0.03976078202199582
44,Goaso,5,18.9,7.2,19.2,9,0.028952917895483533
44,Goaso,6,18,9.5,23.3,9,0.04263848089268407
44,Goaso,1,17.3,9.2,19.9,9,0.031102552668702342
44,Goaso,2,19,13.6,16.2,9,0.020611989400202632
44,Goaso,5,14.7,7.9,13.5,9,0.014313881527918496
44,Goaso,6,14.2,8,10.6,9,0.008824733763933728
44,Goaso,1,20,10.1,21.9,9,0.03766848131470501
44,Goaso,5,17.1,8,14.9,9,0.017436624625586747
44,Goaso,3,20.4,11.4,20.5,9,0.03300635781677776
44,Goaso,6,17.8,11.9,20.9,9,0.034306977175363934
44,Goaso,1,11.8,6.3,12.4,9,0.012076282160399163
44,Goaso,4,18.4,11.1,18.9,9,0.02805520779472024
44,Goaso,7,20.4,13.5,27.5,9,0.05939573610693204
44,Goaso,1,21,11.4,20.3,9,0.03236547291544545
44,Goaso,4,16,9.8,14.5,9,0.01651299638543135
44,Goaso,6,20.2,13,23.5,9,0.04337361357362408
44,Goaso,1,19.5,10.9,24,9,0.04523893421169302
44,Goaso,2,18.4,10.5,18.6,9,0.027171634860898127
44,Goaso,5,21,13.4,20.4,9,0.0326851299679482
44,Goaso,6,18,10.6,16.4,9,0.021124069002737764
45,Nigeria P67,1,18.5,12.5,21.5,9,0.036305030103047045
45,Nigeria P67,2,19.25,12.75,19.9,9,0.031102552668702342
45,Nigeria P67,4,17.25,13.5,22.9,9,0.04118706508672558
45,Nigeria P67,7,18.25,14,27.5,9,0.05939573610693204
45,Nigeria P67,1,17.5,13,20.6,9,0.03332915646193412
45,Nigeria P67,4,14.25,12.5,16.6,9,0.021642431790580088
45,Nigeria P67,5,17.25,13.5,23.1,9,0.04190963139705124
45,Nigeria P67,7,17,14,22.6,9,0.04011499659368807
45,Nigeria P67,1,16.25,14.25,19.2,9,0.028952917895483533
45,Nigeria P67,3,18.25,14.5,22.8,9,0.04082813812605295
45,Nigeria P67,4,18.25,12.75,18.6,9,0.027171634860898127
45,Nigeria P67,6,18,13.25,20.8,9,0.03397946614122721
45,Nigeria P67,3,15.5,14,23,9,0.04154756284372502
45,Nigeria P67,5,17.25,13.25,18.6,9,0.027171634860898127
45,Nigeria P67,6,17,13,17,9,0.02269800692218626
45,Nigeria P67,5,18,12.75,18.7,9,0.02746458837584537
45,Nigeria P67,7,18.25,13.25,20.6,9,0.03332915646193412
45,Nigeria P67,1,18.75,14,19.4,9,0.029559245277626354
45,Nigeria P67,6,19,13.75,22.5,9,0.03976078202199582
45,Nigeria P67,3,17.25,14,20.7,9,0.03365352590341726
45,Nigeria P67,5,16.25,13.5,21.3,9,0.03563272927517883
45,Nigeria P67,7,18.25,13.5,21.5,9,0.036305030103047045
46,Mtibwa,2,17.5,13.25,21.5,9,0.036305030103047045
46,Mtibwa,4,18,12.75,17.1,9,0.022965827695904786
46,Mtibwa,5,20,14.75,25.8,9,0.052279243348387745
46,Mtibwa,7,17,8.25,25.1,9,0.04948086969220264
46,Mtibwa,5,17.5,12.25,20.4,9,0.0326851299679482
46,Mtibwa,7,19,13.25,20.3,9,0.03236547291544545
46,Mtibwa,2,19.75,14,20.4,9,0.0326851299679482
46,Mtibwa,3,18.25,13.25,18.5,9,0.026880252142277666
46,Mtibwa,7,18.25,13,21.8,9,0.03732526231730033
46,Mtibwa,4,12.5,5.5,16.7,9,0.02190396937899143
46,Mtibwa,5,16.5,10.25,15.8,9,0.019606679751053898
46,Mtibwa,6,18.75,12.75,18.7,9,0.02746458837584537
46,Mtibwa,7,17.25,13,21.4,9,0.03596809429094954
46,Mtibwa,2,18.5,13.25,19.2,9,0.028952917895483533
46,Mtibwa,4,17,12.5,15.6,9,0.019113449704440302
46,Mtibwa,6,13.5,6.75,14.2,9,0.015836768566746144
46,Mtibwa,7,18.25,13,22.2,9,0.03870756308487984
46,Mtibwa,2,17,12.75,20.3,9,0.03236547291544545
46,Mtibwa,3,18.25,12.25,18.7,9,0.02746458837584537
46,Mtibwa,5,20,14.25,25.3,9,0.05027255104090726
46,Mtibwa,6,14,9.75,17.1,9,0.022965827695904786
46,Mtibwa,5,19,15,23,9,0.04154756284372502
46,Mtibwa,7,19.25,15,26.6,9,0.05557163244934986
47,KVTC,5,18,12.75,24.1,9,0.0456167107282872
47,KVTC,6,18.25,12.25,24,9,0.04523893421169302
47,KVTC,4,16.5,12.75,21.5,9,0.036305030103047045
47,KVTC,5,17,13.25,24.5,9,0.04714352475793183
47,KVTC,1,17.5,11.75,22.1,9,0.038359631698494774
47,KVTC,3,18.5,14,21.3,9,0.03563272927517883
47,KVTC,6,16.75,12,20.3,9,0.03236547291544545
47,KVTC,7,18.75,14.5,21.8,9,0.03732526231730033
47,KVTC,5,16.5,10.25,19.4,9,0.029559245277626354
47,KVTC,2,13.25,7,14.7,9,0.016971668912855457
47,KVTC,3,19.25,15,29,9,0.0660519855417254
47,KVTC,7,19.25,15,19,9,0.028352873698647883
47,KVTC,1,18.25,14,21,9,0.03463605900582747
47,KVTC,1,16.25,12,22,9,0.0380132711084365
47,KVTC,2,15,9.75,17.9,9,0.02516494255341764
47,KVTC,7,15,8.25,15,9,0.017671458676442587
48,Worawora,1,18,7.4,22,9,0.0380132711084365
48,Worawora,4,18,8.9,23.8,9,0.044488093567485065
48,Worawora,5,19,9.4,20,9,0.031415926535897934
48,Worawora,7,10,7,10.3,9,0.00833228911548353
48,Worawora,1,16.4,8,20,9,0.031415926535897934
48,Worawora,7,18.4,9.7,18.5,9,0.026880252142277666
48,Worawora,2,17,7.3,16.5,9,0.021382464998495533
48,Worawora,2,12,7.2,11.5,9,0.010386890710931254
48,Worawora,2,16.5,8.7,13.9,9,0.015174677915002103
48,Worawora,5,15.5,7,14.3,9,0.016060607043314423
48,Worawora,6,17,8.5,15.2,9,0.018145839167134643
48,Worawora,7,18.2,8.8,21.6,9,0.03664353671147135
49,Floresteca Brazil,1,18,12.5,20.2,9,0.032047386659269476
49,Floresteca Brazil,3,17.25,12.75,18.7,9,0.02746458837584537
49,Floresteca Brazil,7,15,11.75,20,9,0.031415926535897934
49,Floresteca Brazil,1,18.25,10.75,20,9,0.031415926535897934
49,Floresteca Brazil,4,17,13.75,18.2,9,0.02601552876437708
49,Floresteca Brazil,5,17.25,13,19.5,9,0.029864765163187975
49,Floresteca Brazil,2,16.5,12.75,18.3,9,0.026302199094017143
49,Floresteca Brazil,4,16.5,12.5,22.5,9,0.03976078202199582
49,Floresteca Brazil,6,15.5,11.25,22.4,9,0.03940813824663036
49,Floresteca Brazil,1,17.5,12.75,21,9,0.03463605900582747
49,Floresteca Brazil,6,16,12.25,19,9,0.028352873698647883
49,Floresteca Brazil,1,18,12,21.5,9,0.036305030103047045
49,Floresteca Brazil,3,15.5,12,15.9,9,0.01985565096885089
49,Floresteca Brazil,4,17.25,12.5,21,9,0.03463605900582747
49,Floresteca Brazil,7,13,8.25,14.6,9,0.016741547250980007
49,Floresteca Brazil,3,14.75,9,15.5,9,0.018869190875623696
49,Floresteca Brazil,5,15.5,12.75,18.2,9,0.02601552876437708
49,Floresteca Brazil,6,16.25,11.75,21.5,9,0.036305030103047045
49,Floresteca Brazil,1,15.5,12.5,23.7,9,0.04411502943987127
49,Floresteca Brazil,4,15.25,11.25,17.1,9,0.022965827695904786
49,Floresteca Brazil,5,18,14.25,17,9,0.02269800692218626
49,Floresteca Brazil,6,15.25,11.5,14.6,9,0.016741547250980007
50,Worawora,5,13,8.1,10.2,9,0.00817128249198705
50,Worawora,6,18.1,7.5,17.1,9,0.022965827695904786
50,Worawora,7,13,6.4,11.1,9,0.00967689077121996
50,Worawora,2,15.4,10.1,16.5,9,0.021382464998495533
50,Worawora,6,17.7,9.9,20.4,9,0.0326851299679482
50,Worawora,2,16.5,8.9,13,9,0.013273228961416878
50,Worawora,4,16,10,16.8,9,0.022167077763729583
50,Worawora,1,18.6,11.3,22.7,9,0.04047078196170711
50,Worawora,3,16.8,9.3,13,9,0.013273228961416878
50,Worawora,4,18,11.1,19.2,9,0.028952917895483533
50,Worawora,1,18.6,9.2,25.7,9,0.05187476329423806
50,Worawora,5,19,11,22.3,9,0.03905706526759171
50,Worawora,7,16.5,8.3,16.9,9,0.022431756944794518
50,Worawora,2,18.6,10.9,16,9,0.020106192982974676
50,Worawora,3,19,11.3,17.6,9,0.024328493509399363
50,Worawora,1,19,10.9,23.2,9,0.04227327074670425
51,Mtibwa P61,1,18.8,11.6,22.8,9,0.04082813812605295
51,Mtibwa P61,3,19,12,23.7,9,0.04411502943987127
51,Mtibwa P61,5,18.6,9.6,24.6,9,0.04752915525615999
51,Mtibwa P61,7,18.6,9.7,25.6,9,0.05147185403641517
51,Mtibwa P61,1,17,9.3,21.2,9,0.03529893505573491
51,Mtibwa P61,2,19,13.4,20.2,9,0.032047386659269476
51,Mtibwa P61,5,15.4,6.8,12.3,9,0.011882288814039998
51,Mtibwa P61,1,18,6.7,19.8,9,0.030790749597833563
51,Mtibwa P61,2,19.1,7.7,20.1,9,0.031730871199420314
51,Mtibwa P61,3,19,12.9,26,9,0.05309291584566751
51,Mtibwa P61,6,18,7.3,21.5,9,0.036305030103047045
51,Mtibwa P61,2,18,9.8,17.6,9,0.024328493509399363
51,Mtibwa P61,7,16,3.7,23,9,0.04154756284372502
51,Mtibwa P61,1,17.3,11,18.5,9,0.026880252142277666
51,Mtibwa P61,4,17,10.1,18.6,9,0.027171634860898127
51,Mtibwa P61,6,16.9,10.7,19.9,9,0.031102552668702342
51,Mtibwa P61,7,17,10,26,9,0.05309291584566751
51,Mtibwa P61,2,18,12,22.7,9,0.04047078196170711
51,Mtibwa P61,6,17,9.6,20,9,0.031415926535897934
51,Mtibwa P61,4,19,12.9,31.1,9,0.0759644957619646
51,Mtibwa P61,5,16,9.9,16.4,9,0.021124069002737764
51,Mtibwa P61,7,18,9.6,22.5,9,0.03976078202199582
52,KVTC,1,14.2,8.1,14,9,0.015393804002589988
52,KVTC,5,14.7,8.4,15.4,9,0.018626502843133885
52,KVTC,6,15.4,9.9,16.1,9,0.02035830579342526
52,KVTC,3,17.7,10.9,22.9,9,0.04118706508672558
52,KVTC,6,17.3,11.5,24.9,9,0.04869547152880519
52,KVTC,4,12.5,8.4,10,9,0.007853981633974483
52,KVTC,1,15.9,9,20.4,9,0.0326851299679482
52,KVTC,2,13.4,7.9,11.1,9,0.00967689077121996
52,KVTC,4,17.6,11.5,18.8,9,0.027759112687119412
52,KVTC,5,17.1,10.5,23.9,9,0.04486272849142564
52,KVTC,7,16.9,8.5,14.5,9,0.01651299638543135
52,KVTC,2,17.8,10.7,20.5,9,0.03300635781677776
52,KVTC,5,17.7,11.1,18.1,9,0.025730429231063806
53,Mtibwa P61,1,18.8,11.2,26.2,9,0.05391287152825445
53,Mtibwa P61,6,19.3,12.1,25.4,9,0.05067074790974978
53,Mtibwa P61,3,18.5,10.9,20.3,9,0.03236547291544545
53,Mtibwa P61,4,16,9.6,13.9,9,0.015174677915002103
53,Mtibwa P61,7,17.8,9.9,17.2,9,0.023235219265950107
53,Mtibwa P61,1,18.2,11.1,21.8,9,0.03732526231730033
53,Mtibwa P61,4,19.1,12.1,21.5,9,0.036305030103047045
53,Mtibwa P61,1,18.3,10.5,20.6,9,0.03332915646193412
53,Mtibwa P61,3,18.5,10.5,16.7,9,0.02190396937899143
53,Mtibwa P61,6,19.1,12.4,21.1,9,0.0349667116326178
53,Mtibwa P61,2,18.2,11.8,19.4,9,0.029559245277626354
53,Mtibwa P61,3,17.9,10.6,17.6,9,0.024328493509399363
53,Mtibwa P61,5,18.3,10.7,21.1,9,0.0349667116326178
53,Mtibwa P61,7,17.9,9.1,19.6,9,0.030171855845076378
53,Mtibwa P61,2,16.9,11.2,14.3,9,0.016060607043314423
53,Mtibwa P61,5,19.3,11.1,20.2,9,0.032047386659269476
53,Mtibwa P61,7,17.2,10.1,15.7,9,0.019359279329583704
53,Mtibwa P61,3,17.5,10.3,19.2,9,0.028952917895483533
53,Mtibwa P61,6,18.1,10.3,18.5,9,0.026880252142277666
53,Mtibwa P61,7,17.5,11.5,19.5,9,0.029864765163187975
54,Goaso,1,19,10.3,23.6,9,0.04374353610858429
54,Goaso,4,21.5,13.1,25.4,9,0.05067074790974978
54,Goaso,5,19.7,12,21.9,9,0.03766848131470501
54,Goaso,6,19.7,11.7,25.5,9,0.051070515574919075
54,Goaso,1,20.4,12,23.7,9,0.04411502943987127
54,Goaso,3,17.7,12.1,17.1,9,0.022965827695904786
54,Goaso,4,12.6,7.5,13.4,9,0.014102609421964583
54,Goaso,6,19.1,10.9,22,9,0.0380132711084365
54,Goaso,7,17.8,9.6,20.3,9,0.03236547291544545
54,Goaso,2,14.5,8.8,13.9,9,0.015174677915002103
54,Goaso,7,18.4,11.6,22.5,9,0.03976078202199582
54,Goaso,2,17.8,11.2,16.8,9,0.022167077763729583
54,Goaso,3,17.5,10.7,19.7,9,0.030480517323291562
54,Goaso,6,18.2,10.3,21.1,9,0.0349667116326178
54,Goaso,1,18,12.3,20,9,0.031415926535897934
54,Goaso,2,18.3,11.5,19.5,9,0.029864765163187975
54,Goaso,3,17.9,10.6,19,9,0.028352873698647883
54,Goaso,4,19.4,12,18.4,9,0.026590440219984007
54,Goaso,6,18.3,9.9,16.1,9,0.02035830579342526
54,Goaso,7,18.8,10.6,19.3,9,0.029255296188391556
54,Goaso,1,20.4,12.5,27.1,9,0.057680426518072
54,Goaso,6,19.7,12.5,25.8,9,0.052279243348387745
55,Nigeria P67,2,18.5,12.7,18.6,9,0.027171634860898127
55,Nigeria P67,5,19.8,12.6,18.4,9,0.026590440219984007
55,Nigeria P67,6,18.2,11.8,19.3,9,0.029255296188391556
55,Nigeria P67,7,20.3,12.5,23.5,9,0.04337361357362408
55,Nigeria P67,1,17.4,12,17.3,9,0.023506181632322234
55,Nigeria P67,4,19.7,11.1,23.4,9,0.04300526183499067
55,Nigeria P67,6,17.9,11.9,17.5,9,0.02405281875404685
55,Nigeria P67,2,18.2,10.1,20.2,9,0.032047386659269476
55,Nigeria P67,5,19.5,13,22,9,0.0380132711084365
55,Nigeria P67,6,17.8,10.2,19.7,9,0.030480517323291562
55,Nigeria P67,7,17.3,11.2,16.9,9,0.022431756944794518
55,Nigeria P67,3,19.2,13.6,19.9,9,0.031102552668702342
55,Nigeria P67,5,19.5,12.8,21.7,9,0.03698361411622244
55,Nigeria P67,7,18.7,11.4,20.5,9,0.03300635781677776
55,Nigeria P67,2,18.5,12.2,21.4,9,0.03596809429094954
55,Nigeria P67,4,17.9,11,18.7,9,0.02746458837584537
55,Nigeria P67,6,17.5,10.4,17.8,9,0.024884555409084755
55,Nigeria P67,7,19.1,11.7,24.2,9,0.04599605804120816
55,Nigeria P67,2,17.9,10.8,19.8,9,0.030790749597833563
55,Nigeria P67,3,17.1,9.2,16.9,9,0.022431756944794518
55,Nigeria P67,4,16.9,10.4,17.9,9,0.02516494255341764
55,Nigeria P67,6,19.7,12.7,23.7,9,0.04411502943987127
55,Nigeria P67,1,17.8,10.8,19.4,9,0.029559245277626354
55,Nigeria P67,3,18.3,12.1,21,9,0.03463605900582747
55,Nigeria P67,6,17.3,11.3,20.8,9,0.03397946614122721
56,Mtibwa P61,2,20.3,13.9,28,9,0.06157521601035995
56,Mtibwa P61,5,20.4,10.8,24,9,0.04523893421169302
56,Mtibwa P61,6,17.9,11.2,25.9,9,0.05268529419886423
56,Mtibwa P61,2,18.3,11,20.9,9,0.034306977175363934
56,Mtibwa P61,5,20.7,11.6,21.1,9,0.0349667116326178
56,Mtibwa P61,6,15.6,11.5,15.7,9,0.019359279329583704
56,Mtibwa P61,3,17.5,9.8,20,9,0.031415926535897934
56,Mtibwa P61,4,15.5,9.1,16.1,9,0.02035830579342526
56,Mtibwa P61,5,19.7,11.8,21.8,9,0.03732526231730033
56,Mtibwa P61,2,19.5,10.8,22.8,9,0.04082813812605295
56,Mtibwa P61,4,18.9,11,18.4,9,0.026590440219984007
56,Mtibwa P61,1,17.3,8,17.3,9,0.023506181632322234
56,Mtibwa P61,5,19.3,10.8,18.7,9,0.02746458837584537
56,Mtibwa P61,2,19.3,10.5,18.6,9,0.027171634860898127
56,Mtibwa P61,5,19.7,11.5,23.4,9,0.04300526183499067
56,Mtibwa P61,7,20,11.1,19.4,9,0.029559245277626354
56,Mtibwa P61,1,18.5,12.1,20.9,9,0.034306977175363934
56,Mtibwa P61,2,20.1,12,21.1,9,0.0349667116326178
56,Mtibwa P61,6,20.8,13.7,27.7,9,0.06026281567932279
56,Mtibwa P61,7,19.9,11.4,21.7,9,0.03698361411622244
57,Brazil Clone,1,17.5,9.2,19.5,9,0.029864765163187975
57,Brazil Clone,1,17.8,10.7,25.1,9,0.04948086969220264
57,Brazil Clone,4,17.2,9.4,23,9,0.04154756284372502
57,Brazil Clone,5,18.5,10.3,20.6,9,0.03332915646193412
57,Brazil Clone,6,17.8,9.9,21.5,9,0.036305030103047045
57,Brazil Clone,7,18,10.5,17.2,9,0.023235219265950107
57,Brazil Clone,6,16.7,9.6,15.1,9,0.017907863523625216
57,Brazil Clone,3,19.4,11.1,22.7,9,0.04047078196170711
57,Brazil Clone,7,17.6,10.1,18.5,9,0.026880252142277666
57,Brazil Clone,2,16.6,9.8,19.3,9,0.029255296188391556
57,Brazil Clone,6,18,8.9,17.7,9,0.024605739061078654
57,Brazil Clone,1,17.2,10.4,28,9,0.06157521601035995
58,KVTC,7,16.9,10.7,18.9,9,0.02805520779472024
58,KVTC,7,16.7,10.8,20,9,0.031415926535897934
58,KVTC,2,15.1,9.1,17.4,9,0.023778714795021142
58,KVTC,5,15.4,9.1,14.3,9,0.016060607043314423
58,KVTC,2,17.1,11.6,21,9,0.03463605900582747
58,KVTC,4,17.4,9.8,19.7,9,0.030480517323291562
59,Mtibwa P61,1,12.5,8.25,30.1,9,0.0711578590019722
59,Mtibwa P61,4,16.5,12.5,31.8,9,0.07942260387540356
59,Mtibwa P61,7,16.75,13,23.8,9,0.044488093567485065
59,Mtibwa P61,1,17.25,13.5,24.6,9,0.04752915525615999
59,Mtibwa P61,3,18.5,12.25,20.7,9,0.03365352590341726
59,Mtibwa P61,4,18.25,12,20.9,9,0.034306977175363934
59,Mtibwa P61,6,18,11.75,22.5,9,0.03976078202199582
59,Mtibwa P61,7,12.75,10.5,22.7,9,0.04047078196170711
59,Mtibwa P61,2,15.5,8.25,20.7,9,0.03365352590341726
59,Mtibwa P61,5,19.5,14,21.9,9,0.03766848131470501
59,Mtibwa P61,6,20,15.25,27.5,9,0.05939573610693204
59,Mtibwa P61,3,14.25,10.25,15.7,9,0.019359279329583704
59,Mtibwa P61,4,18,12.5,22.4,9,0.03940813824663036
59,Mtibwa P61,6,18.25,14,25.8,9,0.052279243348387745
59,Mtibwa P61,1,19.5,15.25,28.3,9,0.06290175350833825
59,Mtibwa P61,4,19.25,15,21.1,9,0.0349667116326178
59,Mtibwa P61,6,18,13,25.2,9,0.049875924968391556
59,Mtibwa P61,3,16,11.25,21.6,9,0.03664353671147135
59,Mtibwa P61,6,18.5,6.25,24.6,9,0.04752915525615999
60,Nigeria P67,1,16.25,11,22.7,9,0.04047078196170711
60,Nigeria P67,3,16.75,13.25,24.6,9,0.04752915525615999
60,Nigeria P67,5,19.25,15,20.4,9,0.0326851299679482
60,Nigeria P67,6,18.5,14,19.7,9,0.030480517323291562
60,Nigeria P67,7,19.5,14.25,23.8,9,0.044488093567485065
60,Nigeria P67,3,19,13.75,23.4,9,0.04300526183499067
60,Nigeria P67,4,18.25,13.25,23.4,9,0.04300526183499067
60,Nigeria P67,1,17.75,14,26.1,9,0.053502108288797576
60,Nigeria P67,3,17.25,10.25,23,9,0.04154756284372502
60,Nigeria P67,5,19.25,15,22.5,9,0.03976078202199582
60,Nigeria P67,7,19,11.25,22.4,9,0.03940813824663036
60,Nigeria P67,2,17.5,13.25,21,9,0.03463605900582747
60,Nigeria P67,5,15.75,11,19.8,9,0.030790749597833563
60,Nigeria P67,7,15.75,12.5,22,9,0.0380132711084365
60,Nigeria P67,2,16.5,10.25,20.3,9,0.03236547291544545
60,Nigeria P67,4,17.5,13,21.3,9,0.03563272927517883
60,Nigeria P67,1,16.5,12.5,20.6,9,0.03332915646193412
60,Nigeria P67,2,17.5,12.75,23.8,9,0.044488093567485065
60,Nigeria P67,4,18.25,14,21.9,9,0.03766848131470501
60,Nigeria P67,1,18.5,13.25,25.4,9,0.05067074790974978
60,Nigeria P67,2,16.75,13,21.4,9,0.03596809429094954
